t1_s t1_ns t4_s t4_ns dt_s dt_ns dt_T addend corr_ppb mpd_ns sync_period_ns
19941 636238331 19937 592772560 0         6 1 3579222089 -129.464050 1952 079912308
19941 716305567 19937 592772560 0        -9 -1 3579222318 64.013969 1952 080067236
19941 796266651 19937 592772560 0        21 4 3579221847 -131.617401 1952 079961084
19941 876271659 19937 592772560 0        -4 0 3579222182 93.697556 1952 080005008
19941 956376755 19938 717798671 0       -35 -7 3579222724 151.555176 1968 080105096
19942 034622315 19938 717798671 0       -25 -5 3579222713 -3.100850 1968 078245560
19942 114623083 19938 717798671 0        10 2 3579222218 -138.336777 1968 080000768
19942 196279323 19938 717798671 0       -15 -3 3579222595 105.434776 1968 081656240
19942 276349203 19938 717798671 0        20 4 3579222069 -147.044617 1968 080069880
19942 356392727 19938 717798671 0         0 0 3579222323 71.076645 1968 080043524
19942 436415031 19938 717798671 0        30 6 3579221814 -142.234772 1968 080022304
19942 514637835 19938 717798671 0        20 4 3579221848 9.654109 1968 078222804
19942 596386351 19938 717798671 0       -15 -3 3579222358 142.615097 1968 081748516
19942 676336998 19938 717798671 0        16 3 3579221900 -128.129135 1968 079950647
19942 756354954 19938 717798671 0        -4 0 3579222171 75.910255 1968 080017956
19942 836396130 19938 717798671 0        21 4 3579221764 -113.767273 1968 080041176
19942 916462174 19938 717798671 0        -4 0 3579222099 93.614029 1968 080066044
19942 994992598 19938 717798671 0       -19 -3 3579222376 77.462044 1968 078530424
19943 076418182 19939 842824550 0        11 2 3579221946 -120.267670 1968 081425584
19943 156390270 19939 842824550 0       -14 -2 3579222321 104.853149 1968 079972088
19943 236477770 19939 842824550 0         6 1 3579222041 -78.242363 1968 080087500
19943 316409662 19939 842824550 0         6 1 3579222016 -7.160638 1968 079931892
19943 386461074 19939 842824550 0         1 0 3579222072 15.785173 1968 070051412
19943 466378630 19939 842824550 0       -19 -3 3579222409 94.252274 1968 079917556
19943 544618638 19939 842824550 0       -14 -2 3579222409 0.237770 1968 078240008
19943 626392634 19939 842824550 0         6 1 3579222127 -78.891899 1968 081773996
19943 706474597 19939 842824550 0       -13 -2 3579222422 82.472298 1968 080081963
19943 786422629 19939 842824550 0        22 4 3579221884 -150.583115 1968 079948032
19943 866416017 19939 842824550 0         2 0 3579222130 68.814064 1968 079993388
19943 946443181 19939 842824550 0       -13 -2 3579222376 68.746002 1968 080027164
19944 024699201 19939 842824550 0       -13 -2 3579222436 16.773069 1968 078256020
19944 106644317 19939 842824550 0        -8 -1 3579222400 -10.250077 1968 081945116
19944 186471829 19939 842824550 0        -3 0 3579222352 -13.518645 1968 079827512
